kjc.ccit.js.cn,Error: timeout,Error: cannot connect,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
www.ntst.edu.cn/jwc,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
qcx.ntit.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
thhy.ntsc.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
account.czili.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
xnfz.njfu.edu.cn,Y,Error: peer's certificate or fingerprint wasn't verified fine,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
jjw.ujs.edu.cn,N,Error code:51,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
yq.yctu.edu.cn,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
foundation.xznu.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
ce.usts.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
wg.njxzc.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
hxsyzx.yzu.edu.cn,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
www.njpi.edu.cn/tygzb,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
wyxy1.yzu.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
www.jscu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
biolab.suda.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
xuri.hhit.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
lgb.nufe.edu.cn,Y,Error: timeout,N,Error: timeout,Error: cannot resolve,Error: timeout
contact.jcet.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
sslvpn.cczu.edu.cn,Y,Error: peer's certificate or fingerprint wasn't verified fine,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
cnki.czie.edu.cn,Y,N,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
reds.nufe.edu.cn,Y,Error: peer's certificate or fingerprint wasn't verified fine,N,Error: timeout,Error: timeout,Error: timeout
jxglpt.jsviat.edu.cn/jwglxt,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
yingxin.cczu.edu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
qiche.njitt.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
hlgxy.cczu.edu.cn,Y,Error: cannot connect,N,Error: cannot connect,Error: cannot connect,Error: cannot connect
my.ujs.edu.cn,Y,Error code:51,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
be.tzu.edu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
cas.jc.nuaa.edu.cn,N,Error code:51,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
yhkf.yctc.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
gyddh.yctei.cn,Error: timeout,Error: timeout,Error: timeout,Error: timeout,Error: timeout,Error: timeout
www2.sdwz.cn/shiyan,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
sc.hhit.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
news.cczu.edu.cn,Y,Error: cannot connect,N,Error: cannot connect,Error: cannot connect,Error: cannot connect
zt.wxgyxy.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
swjs.just.edu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
itc.njtech.edu.cn/tms,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
hqglc.cczu.edu.cn,Y,Error: cannot connect,N,Error: cannot connect,Error: cannot connect,Error: cannot connect
yun.usl.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
mycs.suda.edu.cn,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
vpn.just.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
wlgl.wxcu.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
xgc.jsmc.edu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
gh.nnutc.edu.cn,Y,Y,N,Y,Y,N
moa.yzu.edu.cn,N,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
yjsc.jstu.edu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
file.jsmc.edu.cn,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
yyswpg.ycmc.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
tbbs.cczu.edu.cn,Y,Error: cannot connect,N,Error: cannot connect,Error: cannot connect,Error: cannot connect
cjwebblog.cslg.edu.cn,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
gjs.ntu.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
xy.yzu.edu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
czzb.jstu.edu.cn,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
58.193.172.225,Error: timeout,Error: timeout,Error: timeout,N,N,N
jyjszx.nuist.edu.cn,Y,Error: peer's certificate or fingerprint wasn't verified fine,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
sudabao.suda.edu.cn,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
lgb.njue.edu.cn,N,Error: cannot connect,N,Error: timeout,Error: cannot resolve,Error: cannot resolve
pay.jlxy.nju.edu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
www.nimt.cn/website/department/sports/index.jsp,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
international.hhit.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
jpkc.wxstc.cn:8088,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
pt6.cczu.edu.cn,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot connect,Error: cannot connect,Error: cannot connect
qxkpds.nuist.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
xxgk.tzu.edu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
yhgtrc.njmu.edu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
mail.zjc.edu.cn,Y,Y,Y,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
210.29.64.27:1111,Error: timeout,Error: timeout,Error: timeout,N,N,N
dagl.xzcit.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
dns.cit.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
gonghui.yctei.cn,Error: timeout,Error: timeout,Error: timeout,Error: timeout,Error: timeout,Error: timeout
zhhz.suda.edu.cn,Y,Error code:51,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
pd.js-cj.com,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
lib.jcet.edu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
stlhh.ujs.edu.cn,Y,Error code:51,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
dqxxxy.ypi.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
zzb.njts.edu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
jpkc.cztgi.edu.cn/9,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
210.29.64.27:1935,Error: timeout,Error: timeout,Error: timeout,N,N,N
iaa.suda.edu.cn,Y,Error code:51,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
wpp.niit.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
newsold.yzu.edu.cn,N,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
cjc.yctei.cn,Error: timeout,Error: timeout,Error: timeout,Error: timeout,Error: timeout,Error: timeout
dqxnfz.nuist.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
mse.nufe.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
www.ncc.com.cn,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
rsc.ntit.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
ids.ntu.edu.cn,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
museum.suda.edu.cn,Y,Error code:51,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
djydqkz.siit.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
yxyold.ujs.edu.cn,N,Error code:51,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
jsmqyl.jsahvc.edu.cn,Error code:52,Error: timeout,Error code:52,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
jzsbxy.jsjzi.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
lwxt.njts.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
lxyz.siit.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
hqbx.czu.cn,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
cas.siit.edu.cn:88/cas,Y,Error: ssl connect error,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
mba.njtech.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
epepc.njit.edu.cn,Y,Error code:51,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
db.xzit.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
ylgl.yzu.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
sms.yzu.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
jjglzx.jsut.edu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
lx.njmu.edu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
bbs2.yzu.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
xny.sdns.ntpc.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
wcxy.wxstc.cn/uploads,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
210.28.225.36,Y,Error: cannot connect,N,N,N,N
imoocpbl.njue.edu.cn,N,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
tw.ntit.edu.cn,Y,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
ws4.cslg.cn,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
ecard.ntsc.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
sxy.suda.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
dzyhwhp.yzu.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
smp.usl.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
wy.wxic.edu.cn,N,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
yp.xzcit.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
bwc.wxgyxy.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
bm.njou.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
ecard.wxic.edu.cn,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
jixie.hhit.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
neuroscience.suda.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
syzy.ujs.edu.cn,Error: cannot connect,Error: cannot connect,Error: cannot connect,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
gczj.wxcu.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
jckxx.szit.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
xjzb.jsut.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
qm.ivt.edu.cn,Y,Error: timeout,N,Error: timeout,Error: timeout,Error: timeout
sie.lygsf.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
hkpx.jcet.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
fgb.xzcit.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
rsccx.ycit.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
spswxy.ujs.edu.cn,Y,Error code:51,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
cjy.just.edu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
yjs.ntu.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
xxb.ntit.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
2018grad.suda.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
ydjw.njfu.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
jitxcb.jit.edu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
210.29.65.198:69,Error: timeout,Error: timeout,Error: timeout,N,N,N
jwc.xznu.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
gd.hyit.edu.cn,Y,Error: cannot connect,N,Y,Error: cannot connect,N
210.29.176.167,Error: cannot connect,Error: cannot connect,Error: cannot connect,N,N,N
ghc.hhit.edu.cn,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
219.219.12.60,Error: timeout,Error: timeout,Error: timeout,N,N,N
my.jssvc.edu.cn,Y,Error code:51,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
jpkc.cztgi.edu.cn/2014jxcg,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
tzb.jsnu.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
new.cczu.edu.cn,N,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
elink.njtech.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
daw.cczu.edu.cn,Y,Error: cannot connect,N,Error: cannot connect,Error: cannot connect,Error: cannot connect
acm.suda.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
210.29.65.27:9000,Error: timeout,Error: timeout,Error: timeout,N,N,N
sxzz.jsut.edu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
210.29.65.182:8081,Error: timeout,Error: timeout,Error: timeout,N,N,N
gwxy.suda.edu.cn,Y,Error code:51,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
157.0.5.169:8080/wk/tyb,Y,Error: ssl connect error,N,N,N,N
gs.wxstc.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
wjxqjf.cczu.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
hjlab.ycit.cn,N,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
ngyjy.ujs.edu.cn,Y,Error code:51,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
pe.njxzc.edu.cn,Y,N,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
mail.jsut.edu.cn,Y,Error code:51,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
hqjt.yzu.edu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
bioinf.njnu.edu.cn,Y,Error code:51,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
ykt.yzu.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
tyb.njmu.edu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
yb.njit.edu.cn,Y,Error code:51,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
ice.xjtlu.edu.cn,Y,Y,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
ihed.njtech.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
www.njpi.edu.cn/jxjy,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
fzxy.cztgi.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
rules.suda.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
jxpg.jit.edu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
ice.xznu.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
paper.lib.njit.edu.cn,Error: timeout,Error: timeout,Error: timeout,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
besc2015.nufe.edu.cn,Y,Error: cannot connect,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
jjxy.nufe.edu.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
alst.jsou.cn,Y,Error: timeout,N,Error: cannot resolve,Error: cannot resolve,Error: cannot resolve
